id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
33,what will harold do after he becomes jealous of paul ?,implicit,"but that was just the very thing that happened . the lady morna , thinking no evil , accepted the countess helga 's invitation , and no sooner had the party arrived back in orkney than paul , charmed with the grace and beauty of the fair irish maiden , fell head over ears in love with her . and the lady morna , from the very first hour that she saw him , returned his love . of course this state of things could not long go on hidden , and when harold realised what had happened his anger and jealo",threaten his brother .,he will try to fight paul .,harold will marry her again .,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.5,6,4,0.20693220168471366,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,0.8421986699104309,0.8762280344963074,-1.555193,-0.9991955
34,why did andrew not lose heart even though he had been marooned ?,implicit,"there was once a rich peasant who had two sons , named john nicholas and lucky andrew . the oldest was one of those fellows of whom one never can quite make head or tail . he was a most unpleasant customer to deal with , and he was more grasping and greedy than the folk of the northland are , as a rule , though it is only too rare to find them unblessed with these attractive qualities . the other , lucky andrew , was wild and high spirited , but always good natured , and no matter how badly off ",he was high spirited .,because he was born under a lucky star .,john nicholas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14256747717620566,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.22313016014842982,0.4,2,5,0.019294409903971108,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.0301973834223185,0.2222222222222222,2,9,0.806363046169281,0.7899297475814819,-0.92556506,-1.2730552
35,why did the king ask the girl to marry him ?,explicit,"' one day , shortly after the death of the queen , ' continued the young man , ' your highness was hunting , and outstripped all your attendants while chasing the deer . you were in a part of the country which you did not know , so seeing an orchard all pink and white with apple - blossoms , and a girl tossing a ball in one corner , you went up to her to ask your way . but when she turned to answer you , you were so struck with her beauty that all else fled from your mind . again and again you r",he was so struck with her beauty .,he was so struck with her beauty .,she was a poor knight,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.14983220973977976,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.14983220973977976,"[0.3333333333333333, 0.2, 0.25, 0.3333333333333333]",0.5488116360940264,0.625,5,8,0.8655412197113037,0.8655412197113037,-1.1900797,-1.1900797
36,how did the prince feel after he had a dispute with the gentleman ?,implicit,"the king had just awakened from his midday sleep , for it was summer , and everyone rose early and rested from twelve to three , as they do in hot countries . he had dressed himself in cool white clothes , and was passing through the hall on his way to the council chamber , when a number of young nobles suddenly appeared before him , and one amongst them stepped forward and spoke . ' sire , this morning we were all playing tennis in the court , the prince and this gentleman with the rest , when ",angry .,very angry .,he was astonished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4518010018049224,"[0.25, 0.3333333333333333, 0.5, 1.0]",1.0,1.5,3,2,0.4518010018049224,"[0.25, 0.3333333333333333, 0.5, 1.0]",1.0,1.0,3,3,0.8385348916053772,0.8610420823097229,-0.9835655,-0.7532487
37,how did ahti feel after he was hit by stones ?,implicit,"maie loaded her boat with stones and went out to sea . the fiddler was with her , and fiddled so finely that ahti and wellamos and all the sea 's daughters rose to the surface of the water to listen to the music . ' what is that shining so brightly in the waves ? ' asked maie . ' that is sea foam glinting in the sunshine , ' answered the fiddler . ' throw out the stones , ' said maie . the people in the boat began to throw out the stones , splash , splash , right and left , into the foam . one s",furious .,angry .,ahti felt commotion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4518010018049224,"[0.25, 0.3333333333333333, 0.5, 1.0]",1.0,1.5,3,2,0.4518010018049224,"[0.25, 0.3333333333333333, 0.5, 1.0]",1.0,1.5,3,2,0.8074609637260437,0.808825671672821,-0.6769291,-0.6138796
38,what did the happy hunter find instead of the queer basket ?,explicit,"here he found , instead of the queer basket on which he had come to the realm of ryn gu , a large crocodile waiting for him . never had he seen such a huge creature . it measured eight fathoms in length from the tip of its tail to the end of its long mouth . the sea king had ordered the monster to carry the happy hunter back to japan . like the wonderful basket which shiwozuchino okina had made , it could travel faster than any steamboat , and in this strange way , riding on the back of a crocod",a large crocodile .,a large crocodile .,The happy hunter found a crocodile on which he had come to the realm of ryn gu .,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.08097785064266204,"[0.21052631578947367, 0.05555555555555555, 0.058823529411764705, 0.0625]",1.0,4.5,18,4,0.08097785064266204,"[0.21052631578947367, 0.05555555555555555, 0.058823529411764705, 0.0625]",1.0,4.5,18,4,0.8607798218727112,0.8607798218727112,-1.0774986,-1.0774986
39,why did the queen not recognize the king at first ?,explicit,"the king did as the north wind told him . he stationed himself on the steps ; and when the north wind came roaring and rushing up , and laid hold of the castle walls till they fairly shook , the prince came out to see what it was all about . but that very moment the king seized him by the collar , and threw him out , and the north wind took him and carried him off . when he had borne him away , the king went into the castle . at first the queen did not recognize him , for he had grown thin and p",he had grown thin and pale .,he had grown thin and pale .,he had grown thin and pale because he had wandered so long in his great distress .,0.5454545454545454,0.5,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5,0.5454545454545454,0.5454545454545454,0.3381307292971254,"[0.4444444444444444, 0.35294117647058826, 0.3125, 0.26666666666666666]",1.0,2.4285714285714284,17,7,0.3381307292971254,"[0.4444444444444444, 0.35294117647058826, 0.3125, 0.26666666666666666]",1.0,2.4285714285714284,17,7,0.9283586740493774,0.9283586740493774,0.13534701,0.13534701
40,how did the man's right cheek feel after the wen was removed ?,explicit,"the old man was lost in bewilderment by all that had happened . he hardly knew for some time where he was . when he came to understand what had happened to him , he was delighted to find that the lump on his face , which had for so many years disfigured him , had really been taken away without any pain to himself . he put up his hand to feel if any scar remained , but found that his right cheek was as smooth as his left .",as smooth as his left .,as smooth as his left .,He felt as smooth as his left .,0.8333333333333333,0.8,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.8333333333333333,0.8333333333333333,0.7259795291154771,"[0.7777777777777778, 0.75, 0.7142857142857143, 0.6666666666666666]",1.0,1.3333333333333333,8,6,0.7259795291154771,"[0.7777777777777778, 0.75, 0.7142857142857143, 0.6666666666666666]",1.0,1.3333333333333333,8,6,0.9587140083312988,0.9587140083312988,0.30193892,0.30193892
41,where did the bannock escape to after running away from the tailors ?,explicit,"so she jumped up with her lint and her lint cards , and the tailor jumped up with his great shears , and one apprentice grasped the line measure , while another took up the saucer full of pins ; and they all tried to catch the wee bannock . but it dodged them round and round the fire , and at last it got safely out of the door and ran down the road , with one of the apprentices after it , who tried to snip it in two with his shears . it ran too quickly for him , however , and at last he stopped ",a tiny cottage by the roadside .,a tiny cottage .,a tiny cottage,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.2635971381157267,"[1.0, 1.0, 1.0, 1.0]",0.2635971381157267,0.42857142857142855,3,7,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.9432925581932068,0.9576417803764343,0.08856118,0.9678973
42,what did the farmer realize when he looked at his cart ?,explicit,"when the bonze had begun to make his magic , the farmer , too , had mingled with the crowd . with neck outstretched and staring eyes he had stood there and had entirely forgotten the business he hoped to do with his pears . when the bonze had gone off he turned around to look after his cart . his pears had all disappeared . then he realized that the pears the bonze had divided had been his own . he looked more closely , and the axle of his cart had disappeared . it was plainly evident that it ha",the pears the bonze had divided had been his own .,the pears the bonze had divided had been his own .,The farmer realized that the pears the bonze had divided had been his own .,0.8333333333333333,0.8181818181818181,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8181818181818181,0.8333333333333333,0.8333333333333333,0.722160038719837,"[0.75, 0.7333333333333333, 0.7142857142857143, 0.6923076923076923]",1.0,1.3636363636363635,15,11,0.722160038719837,"[0.75, 0.7333333333333333, 0.7142857142857143, 0.6923076923076923]",1.0,1.3636363636363635,15,11,0.9564923048019409,0.9564923048019409,0.3144946,0.3144946
43,why did boat row away at top speed ?,explicit,""" god be praised for good company ! that was just what i needed . yes , it is true , as i have always said , that i was born under a lucky star , "" thought andrew to himself ; perhaps he said so too , for occasionally he really had to talk a little . so he lived through the fall . once he saw a boat , and hung a rag on a pole and waved with it ; but that very moment the sail dropped , and the crew took to the oars and rowed away at top speed , for they thought the meer - trolls were making signs",they thought the meer - trolls were making signs and waving .,they thought the meer - trolls were making signs and waving .,they thought the meer - trolls were making signs and waving .,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,12,12,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,12,12,1.0,1.0,1.0462824,1.0462824
44,who did the woman send to gather wood ?,explicit,"once upon a time there was a poor woman , who lived in a wretched hut far away from the village . she had but little to bite and less to burn , so she sent her little boy to the forest to gather wood . he skipped and leaped , and leaped and skipped , in order to keep warm , for it was a cold , gray autumn day , and whenever he had gathered a root or a branch to add to his bundle , he had to slap his arms against his shoulders , for the cold made his hands as red as the whortleberry bushes over w",her little boy .,her little boy .,the woman sent her little boy to the forest,0.5,0.4,0.5,0.5,0.5,0.4,0.5,0.5,0.2626909894424158,"[0.4, 0.3333333333333333, 0.25, 0.14285714285714285]",1.0,2.25,9,4,0.2626909894424158,"[0.4, 0.3333333333333333, 0.25, 0.14285714285714285]",1.0,2.25,9,4,0.8768654465675354,0.8768654465675354,-0.80224746,-0.80224746
45,where did the young man go after he left his home ?,explicit,"' i will give them , ' answered the man , and he took the horse , and the youth took the gun and the dog and the falcon , and went home with them . but when his mother heard what he had done she was very angry , and beat him with a stick which she had in her hand . ' that will teach you to sell my property , ' said she , when her arm was quite tired , but ian her son answered her nothing , and went off to his bed , for he was very sore . that night he rose softly , and left the house carrying th",a farm - house .,a farm - house .,a farm,0.8,0.6666666666666666,0.8,0.8,0.8,0.6666666666666666,0.8,0.8,0.22313016014842982,"[1.0, 1.0, 1.0, 1.0]",0.22313016014842982,0.4,2,5,0.22313016014842982,"[1.0, 1.0, 1.0, 1.0]",0.22313016014842982,0.4,2,5,0.9102453589439392,0.9102453589439392,0.0650362,0.0650362
