id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
33,what did the young men give to matte as a gift ?,explicit,"but the herring were now ready , and the students ate enough for six , and gave prince some cold meat which they happened to have in the boat . prince sat on his hind legs with delight and mewed like a pussy cat . when all was finished , the students handed matte a shining silver coin , and allowed him to fill his pipe with a special kind of tobacco . they then thanked him for his kind hospitality and went on their journey , much regretted by prince , who sat with a woeful expression and whined ",a shining silver coin and a special kind of tobacco .,a shining silver coin .,a shining silver coin and allowed him to fill his pipe with a special kind of tobacco .,0.7407407407407407,0.64,0.7407407407407407,0.7407407407407407,0.38095238095238093,0.3157894736842105,0.38095238095238093,0.38095238095238093,0.49883494354016517,"[0.631578947368421, 0.5555555555555556, 0.47058823529411764, 0.375]",1.0,1.6363636363636365,18,11,0.1983544145418289,"[0.3157894736842105, 0.2222222222222222, 0.17647058823529413, 0.125]",1.0,3.6,18,5,-0.07531649,-0.6166261
34,why did the lady cry more bitterly than before ?,explicit,"then he awoke , and the dark lad told him what had befallen him , and he was very grieved . but the dark lad did not tell him of the name that was written underneath his arm . on the following morning the fisher 's son again went to the church , determined that he would not go to sleep , whatever happened . but in his hurry to enter he touched with his hand the spike of hurt , and sank down where he stood , wrapped in slumber . a second time the air was filled with music , and the lady came in ,","she said it was the last chance , and she would never be allowed to come any more .",it was the last chance .,"he said it was the last chance , and she would never be allowed to come any more , for home she must go .",0.8717948717948718,0.8108108108108109,0.8205128205128205,0.8205128205128205,0.37037037037037035,0.32,0.37037037037037035,0.37037037037037035,0.6905727404652894,"[0.7692307692307693, 0.68, 0.6666666666666666, 0.6521739130434783]",1.0,1.3157894736842106,25,19,0.1849691130235019,"[0.2692307692307692, 0.2, 0.16666666666666666, 0.13043478260869565]",1.0,4.166666666666667,25,6,0.21331994,-0.40067613
35,why did paul fall in love with lady morna ?,explicit,"but that was just the very thing that happened . the lady morna , thinking no evil , accepted the countess helga 's invitation , and no sooner had the party arrived back in orkney than paul , charmed with the grace and beauty of the fair irish maiden , fell head over ears in love with her . and the lady morna , from the very first hour that she saw him , returned his love . of course this state of things could not long go on hidden , and when harold realised what had happened his anger and jealo",paul was charmed with the grace and beauty of the fair irish maiden .,he was charmed with the grace and beauty of the fair irish maiden .,harold realised what had happened his anger and jealousy knew no bounds .,0.08,0.0,0.08,0.08,0.08,0.0,0.08,0.08,0.0978840017329239,"[0.21428571428571427, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",0.925961078642316,0.9285714285714286,13,14,0.0978840017329239,"[0.21428571428571427, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",0.925961078642316,0.9285714285714286,13,14,-1.3305923,-1.3371227
36,why did the messengers believe ian was not the winner ?,explicit,"' if he will not come of his own free will , he must be brought , ' said the king , and the messengers who had seen the face of the victor were sent to seek him in every street of the town . this took many days , and when at last they found the young man in the weaver 's cottage , he was so dirty and ugly and had such a strange appearance , that they declared he could not be the winner they had been searching for , but a wicked robber who had murdered ever so many people , but had always managed",he was dirty and ugly and had such a strange appearance .,he was so dirty and ugly and had such a strange appearance .,"a wicked robber who had murdered ever so many people , but had always managed to escape .",0.14814814814814814,0.0,0.07407407407407407,0.07407407407407407,0.21428571428571427,0.0,0.14285714285714288,0.14285714285714288,0.08097785064266204,"[0.21052631578947367, 0.05555555555555555, 0.058823529411764705, 0.0625]",1.0,1.5,18,12,0.08562365224473284,"[0.2631578947368421, 0.05555555555555555, 0.058823529411764705, 0.0625]",1.0,1.3846153846153846,18,13,-1.045247,-1.0740067
37,what did matte and his men send to russia and sweden ?,explicit,"' we shall require a better house , ' said maie the following summer ; ' the old one is too small for ourselves and the men . ' ' yes , ' said matte . so he built a large cottage , with a real lock to the door , and a store - house for fish as well ; and he and his men caught such quantities of fish that they sent tons of salmon , herring , and cod to russian and sweden . ' i am quite overworked with so many folk , ' said maie ; ' a girl to help me would not come amiss . ' ' get one , then , ' s","tons of salmon , herring , and cod .","tons of salmon , herring and cod .","tons of salmon , herring , and cod to russian and sweden .",0.7499999999999999,0.7142857142857143,0.7499999999999999,0.7499999999999999,0.7499999999999999,0.7142857142857143,0.7499999999999999,0.7499999999999999,0.6115380576901023,"[0.7142857142857143, 0.6153846153846154, 0.5833333333333334, 0.5454545454545454]",1.0,1.4444444444444444,13,9,0.4052587697205425,"[0.6428571428571429, 0.46153846153846156, 0.3333333333333333, 0.2727272727272727]",1.0,1.625,13,8,0.14399481,0.14068685
38,what made the cottager invisible ?,explicit,"the man was invisible , for what he had found was a huldre hat . "" what are you talking about ? ca n't you see me ? have you lost your wits ? "" asked the man . "" there is an old hair strainer for you . i found it outside on the ground , "" said he , and he threw it on the bench . and then his wife saw him ; but at the same moment the hat of the huldres disappeared , for he should only have loaned it , not given it away . now the man saw how everything had come about , and went back to the wedding",he had found a huldre hat .,he had found a huldre hat .,a huldre hat .,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5714285714285715,0.6666666666666666,0.6666666666666666,0.4723665527410147,"[1.0, 1.0, 1.0, 1.0]",0.4723665527410147,0.5714285714285714,4,7,0.4723665527410147,"[1.0, 1.0, 1.0, 1.0]",0.4723665527410147,0.5714285714285714,4,7,-0.23774986,-0.23774986
39,why did the bride forget the verse ?,explicit,"but after her mother had gone , she found so many berries that she forgot to say her verse , and so she was enchanted and taken into the hill . and there no harm had been done her , save that she had lost the top joint of the little finger of her left hand , and the goblins had been kind to her ; yet it had always seemed to her as though something were not as it should be , she felt as though something weighed upon her , and she had suffered greatly from the advances of the dwarf who had been ch",she found so many berries .,she had found so many berries .,"she found so many berries that she forgot to say her verse , and so she was enchanted and taken into the hill .",0.37037037037037035,0.32,0.37037037037037035,0.37037037037037035,0.35714285714285715,0.23076923076923073,0.35714285714285715,0.35714285714285715,0.1928576545653753,"[0.28, 0.20833333333333334, 0.17391304347826086, 0.13636363636363635]",1.0,4.0,24,6,0.15337404749451009,"[0.28, 0.16666666666666666, 0.13043478260869565, 0.09090909090909091]",1.0,3.4285714285714284,24,7,-0.38911316,-0.3992822
40,where did andrew discover the boat and his brother ?,explicit,"but his brother complained of being weary , and at length they decided to remain there for the night . when andrew awoke he found himself alone ; and he saw neither brother nor boat , until he came to the highest point of the island . then he discovered him far out , darting for land like a sea - gull . andrew did not understand the whole affair . there were still provisions there , as well as a dish of curd , his gun and various other things . so andrew wasted but little time in thought . "" he ",far out .,far out darting for land .,"far out , darting for land like a sea - gull .",0.3636363636363636,0.2222222222222222,0.3636363636363636,0.3636363636363636,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.14694106251955755,"[0.3076923076923077, 0.16666666666666666, 0.09090909090909091, 0.1]",1.0,4.0,12,3,0.23901088824528133,"[0.5384615384615384, 0.3333333333333333, 0.18181818181818182, 0.1]",1.0,2.0,12,6,-0.4144524,0.03578505
41,why didn't the king move from his seat ?,explicit,"' by and bye i was born , and was brought up by my grandfather in one of his great houses . here are the rings you gave to my mother , and here is the cross , and these will prove if i am your son or not . ' as he spoke the young man laid the jewels at the feet of the king , and the nobles and the judges pressed round to examine them . the king alone did not move from his seat , for he had forgotten the hall of justice and all about him , and saw only the apple - orchard , as it was twenty years","he had forgotten the hall of justice and all about him , and saw only the apple - orchard .",he saw only the apple - orchard as it was twenty years ago .,"he had forgotten the hall of justice and all about him , and saw only the apple - orchard , as it was twenty years ago .",0.85,0.8421052631578948,0.85,0.85,0.6857142857142856,0.6060606060606061,0.6857142857142856,0.6857142857142856,0.7060164051116968,"[0.75, 0.7037037037037037, 0.6923076923076923, 0.68]",1.0,1.35,27,20,0.41374412020518814,"[0.5357142857142857, 0.4444444444444444, 0.38461538461538464, 0.32]",1.0,1.9285714285714286,27,14,0.54844207,0.10679583
42,what happened because rin jin was the ruler of all sea creatures and kept the jewel of the ebbing tide ?,explicit,"long , long ago , in old japan , the kingdom of the sea was governed by a wonderful king . he was called rin jin , or the dragon king of the sea . his power was immense , for he was the ruler of all sea creatures both great and small , and in his keeping were the jewels of the ebb and flow of the tide . the jewel of the ebbing tide when thrown into the ocean caused the sea to recede from the land , and the jewel of the flowing tide made the waves to rise mountains high and to flow in upon the sh",his power was immense .,his power was immense .,"thrown into the ocean caused the sea to recede from the land , and the jewel of the flowing tide made the waves to rise mountains high and to flow in upon the shore like a tidal wave .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030901532587310255,"[0.05, 0.02564102564102564, 0.02631578947368421, 0.02702702702702703]",1.0,7.8,39,5,0.030901532587310255,"[0.05, 0.02564102564102564, 0.02631578947368421, 0.02702702702702703]",1.0,7.8,39,5,-1.5887545,-1.5887545
